,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
723,AZ,102.0,area_code_408,no,no,-1.0,158.0,94.0,26.86,207.9,100.0,17.67,190.4,120,8.57,10.1,10.0,2.73,0.0,no
724,CA,,area_code_415,no,yes,,,,,,,,,102,,,,,,no
725,CT,,area_code_510,yes,no,0.0,213.8,105.0,36.35,159.6,84.0,13.57,139.2,137,6.26,5.0,10.0,1.35,2.0,no
726,KS,166.0,area_code_415,yes,yes,28.0,175.8,126.0,29.89,253.6,76.0,21.56,128.5,72,5.78,11.4,5.0,3.08,1.0,no
727,UT,89.0,area_code_415,no,no,-6.0,89.7,80.0,15.25,179.8,81.0,15.28,145.7,120,6.56,9.5,4.0,2.57,2.0,no
728,ID,31.0,area_code_415,no,no,0.0,177.3,129.0,30.14,152.8,105.0,12.99,162.9,92,7.33,5.1,2.0,1.38,0.0,no
729,WY,109.0,area_code_415,no,no,0.0,137.0,128.0,23.29,217.0,116.0,18.45,182.1,86,8.19,10.0,5.0,2.7,2.0,no
730,LA,98.0,area_code_408,no,no,0.0,136.1,82.0,23.14,156.3,118.0,13.29,158.8,83,7.15,10.1,5.0,2.73,2.0,no
731,MS,59.0,area_code_408,no,yes,27.0,127.4,110.0,21.66,103.3,99.0,8.78,164.2,73,7.39,9.1,,2.46,0.0,no
732,CT,30.0,area_code_408,no,no,0.0,137.6,108.0,23.39,162.0,80.0,13.77,187.7,126,8.45,5.8,10.0,1.57,3.0,no
733,ND,48.0,area_code_415,no,no,0.0,210.8,84.0,35.84,189.6,98.0,16.12,157.6,99,7.09,16.4,3.0,4.43,2.0,no
734,MT,80.0,area_code_510,yes,yes,30.0,184.2,132.0,31.31,167.5,109.0,14.24,212.8,114,9.58,10.0,10.0,2.7,0.0,no
735,NE,93.0,area_code_408,no,no,0.0,152.4,74.0,25.91,274.6,88.0,23.34,252.2,120,11.35,6.6,5.0,1.78,3.0,no
736,AL,144.0,area_code_415,no,no,0.0,177.5,93.0,30.18,287.4,75.0,24.43,180.5,118,8.12,11.9,3.0,3.21,2.0,no
737,OR,117.0,area_code_415,no,yes,17.0,221.3,82.0,37.62,167.6,100.0,14.25,262.7,87,11.82,4.4,4.0,1.19,0.0,no
738,FL,130.0,area_code_415,no,no,0.0,207.1,70.0,35.21,200.1,115.0,17.01,194.2,100,8.74,12.4,,3.35,1.0,no
739,NM,,area_code_408,no,no,0.0,172.4,114.0,29.31,256.6,69.0,21.81,235.3,104,10.59,0.0,0.0,0.0,2.0,no
740,ID,122.0,area_code_510,no,yes,33.0,270.8,96.0,46.04,220.4,110.0,18.73,169.9,104,7.65,11.8,8.0,3.19,4.0,no
741,SD,128.0,area_code_408,no,yes,34.0,142.3,73.0,24.19,194.8,79.0,16.56,239.3,81,10.77,16.0,6.0,4.32,1.0,no
742,NE,86.0,area_code_510,no,yes,29.0,157.2,118.0,26.72,196.3,136.0,16.69,226.7,109,10.2,8.4,5.0,2.27,3.0,no
743,WV,93.0,area_code_415,no,no,0.0,1951.6,95.0,24.09,1153.0,100.0,18.79,227.1,71,10.22,10.2,3.0,2.75,0.0,no
744,OH,98.0,area_code_510,no,yes,29.0,111.1,105.0,18.89,217.9,101.0,18.52,248.1,108,11.16,6.6,3.0,1.78,2.0,no
745,CO,88.0,area_code_510,no,no,0.0,2047.8,78.0,10.52,1194.6,114.0,22.32,212.5,110,9.56,8.8,2.0,2.38,3.0,no
746,NJ,100.0,area_code_415,no,no,0.0,203.8,122.0,34.65,283.1,76.0,24.06,197.3,83,8.88,12.5,3.0,3.38,0.0,no
747,PA,-128.0,area_code_408,yes,no,0.0,245.2,112.0,41.68,101.5,101.0,8.63,152.3,116,6.85,10.7,5.0,2.89,0.0,no
748,KS,94.0,area_code_408,no,no,-6.0,269.2,104.0,45.76,193.8,144.0,16.47,257.6,61,11.59,8.9,2.0,2.4,3.0,yes
749,MI,147.0,area_code_415,no,no,0.0,2040.8,83.0,22.2,1140.1,144.0,17.69,204.6,72,9.21,15.6,3.0,4.21,3.0,no
750,AZ,113.0,area_code_415,no,yes,32.0,180.4,89.0,30.67,129.4,124.0,11.0,166.9,124,7.51,8.4,2.0,2.27,1.0,no
751,IN,,area_code_415,no,no,,,,,,,,,97,,,,,,no
752,NV,143.0,area_code_415,no,no,0.0,209.1,127.0,35.55,106.1,80.0,9.02,179.6,90,8.08,14.0,6.0,3.78,0.0,no
753,NM,87.0,area_code_415,no,no,0.0,1961.8,92.0,28.59,1156.7,100.0,19.1,169.5,99,7.63,12.9,3.0,3.48,1.0,no
754,CT,50.0,area_code_408,no,no,0.0,301.7,82.0,51.29,167.1,118.0,14.2,72.2,89,3.25,10.5,6.0,2.84,1.0,no
755,CO,86.0,area_code_415,no,no,0.0,217.8,93.0,37.03,214.7,95.0,18.25,228.7,70,10.29,11.3,7.0,3.05,0.0,no
756,MN,122.0,area_code_415,no,no,0.0,107.9,88.0,18.34,235.8,109.0,20.04,228.6,119,10.29,9.5,3.0,2.57,2.0,no
757,AK,127.0,area_code_510,no,yes,36.0,183.2,117.0,31.14,126.8,76.0,10.78,263.3,71,11.85,11.2,8.0,3.02,1.0,no
758,KS,,area_code_510,no,no,0.0,217.7,91.0,37.01,273.5,74.0,23.25,226.9,99,10.21,9.6,3.0,2.59,3.0,no
759,MO,147.0,area_code_415,yes,no,0.0,157.0,79.0,26.69,103.1,94.0,8.76,211.8,96,9.53,7.1,6.0,1.92,0.0,no
760,MA,,area_code_510,no,yes,19.0,129.7,115.0,22.05,160.8,101.0,13.67,265.0,63,11.93,12.2,3.0,3.29,2.0,no
761,OR,149.0,area_code_415,yes,no,0.0,176.2,87.0,29.95,145.0,81.0,12.33,249.5,92,11.23,5.7,4.0,1.54,0.0,no
762,MI,83.0,area_code_510,no,yes,26.0,226.4,117.0,38.49,234.7,97.0,19.95,133.6,82,6.01,10.8,7.0,2.92,1.0,no
763,NJ,149.0,area_code_408,no,no,0.0,140.4,94.0,23.87,271.8,92.0,23.1,188.3,108,8.47,11.1,9.0,3.0,1.0,no
764,OR,98.0,area_code_415,yes,no,0.0,2018.2,67.0,2.13,1188.6,90.0,21.81,169.4,88,7.62,7.7,9.0,2.08,1.0,no
765,WV,67.0,area_code_510,no,no,-5.0,152.5,131.0,25.93,252.4,107.0,21.45,185.4,104,8.34,4.9,3.0,1.32,2.0,no
766,WV,112.0,area_code_415,yes,no,0.0,161.9,138.0,27.52,200.9,114.0,17.08,134.0,134,6.03,10.7,4.0,2.89,1.0,no
767,NM,122.0,area_code_408,no,yes,33.0,2067.5,103.0,29.73,1180.2,105.0,21.1,164.6,116,7.41,13.5,3.0,3.65,1.0,yes
768,NY,,area_code_408,no,no,0.0,61.6,117.0,10.47,77.1,85.0,6.55,173.0,99,7.79,8.2,7.0,2.21,4.0,yes
769,IN,,area_code_408,no,yes,46.0,168.3,124.0,28.61,270.9,103.0,23.03,222.5,98,10.01,6.7,2.0,1.81,4.0,no
770,MO,,area_code_408,no,no,,,,,,,,,92,,,,,,no
771,MS,136.0,area_code_415,no,yes,-5.0,174.6,76.0,29.68,176.6,114.0,15.01,214.4,91,9.65,8.8,5.0,2.38,2.0,no
772,KY,,area_code_415,no,no,,,,,,,,,153,,,,,,no
773,DC,180.0,area_code_415,no,yes,-1.0,231.8,78.0,39.41,232.9,79.0,19.8,206.9,121,9.31,7.6,4.0,2.05,1.0,no
774,MI,53.0,area_code_415,no,no,0.0,57.5,95.0,9.78,265.5,131.0,22.57,244.3,128,10.99,11.6,6.0,3.13,3.0,no
775,CO,77.0,area_code_408,no,no,0.0,2024.2,89.0,10.61,1101.9,121.0,14.44,209.6,64,9.43,5.7,6.0,1.54,5.0,yes
776,VT,46.0,area_code_408,no,no,0.0,196.7,85.0,33.44,205.9,74.0,17.5,216.6,112,9.75,11.2,5.0,3.02,3.0,no
777,MS,123.0,area_code_415,yes,no,0.0,125.5,106.0,21.34,128.9,96.0,10.96,251.9,129,11.34,6.3,6.0,1.7,4.0,yes
778,UT,91.0,area_code_415,no,yes,34.0,175.3,96.0,29.8,262.3,122.0,22.3,143.9,76,6.48,5.6,11.0,1.51,1.0,no
779,MN,115.0,area_code_415,no,no,0.0,200.2,92.0,34.03,244.9,107.0,20.82,190.9,96,8.59,8.8,3.0,2.38,1.0,no
780,IA,123.0,area_code_415,no,no,0.0,204.4,88.0,34.75,137.5,111.0,11.69,226.0,100,10.17,10.0,4.0,2.7,0.0,no
781,WY,90.0,area_code_408,no,yes,-9.0,94.8,89.0,16.12,219.1,91.0,18.62,197.4,65,8.88,11.4,5.0,3.08,1.0,no
782,KY,,area_code_408,no,no,,,,,,,,,102,,,,,,no
783,OK,125.0,area_code_408,no,no,0.0,229.3,103.0,38.98,177.4,126.0,15.08,189.3,95,8.52,12.0,,3.24,1.0,no
784,DC,102.0,area_code_415,no,no,0.0,186.8,92.0,31.76,173.7,123.0,14.76,250.9,131,11.29,9.7,4.0,2.62,2.0,no
785,WA,78.0,area_code_408,no,no,0.0,2052.5,77.0,23.92,1127.2,114.0,16.59,252.9,107,11.38,11.7,5.0,3.16,0.0,no
786,OR,113.0,area_code_415,no,no,0.0,159.8,143.0,27.17,210.1,93.0,17.86,175.1,86,7.88,13.1,7.0,3.54,2.0,no
787,MI,61.0,area_code_415,no,yes,33.0,270.7,53.0,46.02,200.7,116.0,17.06,201.7,102,9.08,10.9,3.0,2.94,3.0,no
788,IN,189.0,area_code_510,no,no,0.0,2078.9,80.0,37.38,1075.3,117.0,12.18,130.6,69,5.88,11.7,7.0,3.16,1.0,no
789,UT,96.0,area_code_415,no,no,-8.0,160.2,117.0,27.23,267.5,67.0,22.74,228.5,68,10.28,9.3,5.0,2.51,2.0,no
790,ME,140.0,area_code_415,no,no,0.0,159.1,104.0,27.05,269.8,106.0,22.93,220.4,116,9.92,10.3,4.0,2.78,1.0,no
791,TN,148.0,area_code_415,no,yes,36.0,77.6,141.0,13.19,207.0,60.0,17.6,255.7,115,11.51,10.9,2.0,2.94,1.0,no
792,AK,132.0,area_code_415,no,yes,39.0,175.7,93.0,29.87,187.2,94.0,15.91,225.5,118,10.15,8.6,3.0,2.32,2.0,no
793,AZ,,area_code_415,no,no,0.0,104.7,112.0,17.8,82.2,104.0,6.99,169.4,110,7.62,15.8,7.0,4.27,3.0,no
794,VT,68.0,area_code_415,no,no,0.0,158.8,119.0,27.0,211.8,105.0,18.0,198.1,101,8.91,10.3,3.0,2.78,1.0,no
795,NE,,area_code_510,no,yes,,,,,,,,,92,,,,,,no
796,MI,63.0,area_code_510,no,no,0.0,185.3,87.0,31.5,225.3,87.0,19.15,194.3,93,8.74,11.7,3.0,3.16,0.0,no
797,KS,101.0,area_code_415,no,no,0.0,231.3,87.0,39.32,224.7,88.0,19.1,214.6,69,9.66,7.2,7.0,1.94,1.0,no
798,AL,87.0,area_code_408,no,no,0.0,237.2,124.0,40.32,222.6,87.0,18.92,173.3,81,7.8,11.0,3.0,2.97,1.0,no
799,HI,101.0,area_code_415,no,no,0.0,1932.4,89.0,43.04,1169.9,114.0,20.22,154.3,85,6.94,9.7,7.0,2.62,4.0,no
800,FL,147.0,area_code_415,no,no,-3.0,155.1,117.0,26.37,239.7,93.0,20.37,208.8,133,9.4,10.6,4.0,2.86,0.0,no
801,HI,,area_code_510,no,no,0.0,119.3,117.0,20.28,215.1,109.0,18.28,178.7,90,8.04,11.1,1.0,3.0,1.0,no
802,NE,91.0,area_code_510,no,yes,37.0,162.3,107.0,27.59,233.9,115.0,19.88,277.4,94,12.48,9.2,4.0,2.48,0.0,no
803,KS,186.0,area_code_510,no,no,0.0,137.8,97.0,23.43,187.7,118.0,15.95,146.4,85,6.59,8.7,6.0,2.35,1.0,no
804,OH,-164.0,area_code_510,no,yes,27.0,159.7,102.0,27.15,168.8,113.0,14.35,244.1,127,10.98,9.6,9.0,2.59,3.0,no
805,WA,171.0,area_code_408,no,no,0.0,270.5,69.0,45.99,230.0,112.0,19.55,136.0,111,6.12,9.6,5.0,2.59,1.0,yes
806,MN,,area_code_510,no,yes,,,,,,,,,96,,,,,,no
807,WI,93.0,area_code_415,no,no,0.0,152.1,141.0,25.86,215.5,107.0,18.32,262.4,111,11.81,12.0,7.0,3.24,1.0,no
808,KY,125.0,area_code_408,no,no,0.0,191.6,115.0,32.57,205.6,108.0,17.48,210.2,123,9.46,9.2,3.0,2.48,2.0,no
809,IL,,area_code_415,yes,no,,,,,,,,,126,,,,,,no
810,MO,61.0,area_code_408,no,no,0.0,45.0,108.0,7.65,151.3,74.0,12.86,152.9,94,6.88,9.8,6.0,2.65,2.0,no
811,AL,134.0,area_code_415,no,no,0.0,178.0,110.0,30.26,153.8,64.0,13.07,236.6,105,10.65,11.7,4.0,3.16,1.0,no
812,MI,122.0,area_code_510,no,no,0.0,2064.3,87.0,24.51,1144.2,74.0,18.04,169.3,87,7.62,9.5,4.0,2.57,0.0,no
813,NV,161.0,area_code_415,no,no,0.0,72.8,120.0,12.38,267.1,120.0,22.7,222.5,91,10.01,11.8,2.0,3.19,2.0,no
814,IA,118.0,area_code_415,no,no,-6.0,136.1,120.0,23.14,204.2,103.0,17.36,228.2,90,10.27,11.3,4.0,3.05,1.0,no
815,OK,,area_code_510,yes,yes,,,,,,,,,95,,,,,,yes
816,VA,107.0,area_code_510,no,yes,27.0,283.4,104.0,48.18,224.1,152.0,19.05,241.3,63,10.86,14.4,7.0,3.89,2.0,no
817,AZ,,area_code_408,no,no,0.0,150.2,70.0,25.53,185.7,98.0,15.78,212.5,128,9.56,12.1,2.0,3.27,1.0,no
818,OR,142.0,area_code_510,no,yes,-8.0,224.4,114.0,38.15,146.0,106.0,12.41,241.4,98,10.86,8.8,2.0,2.38,1.0,no
819,ID,,area_code_510,no,yes,,,,,,,,,144,,,,,,no
820,WI,133.0,area_code_510,no,no,0.0,2075.1,65.0,31.79,1073.4,128.0,12.02,238.2,108,10.72,10.0,8.0,2.7,2.0,no
821,NY,112.0,area_code_415,no,no,0.0,174.3,123.0,29.63,140.2,124.0,11.92,215.4,89,9.69,9.0,6.0,2.43,4.0,yes
822,VT,99.0,area_code_415,no,no,0.0,115.5,75.0,19.64,218.1,111.0,18.54,254.9,98,11.47,11.5,7.0,3.11,7.0,yes
823,IA,130.0,area_code_510,no,no,0.0,139.1,72.0,23.65,246.0,112.0,20.91,207.2,121,9.32,11.4,9.0,3.08,5.0,no
824,DE,113.0,area_code_415,no,no,0.0,239.7,47.0,40.75,282.9,110.0,24.05,238.4,88,10.73,8.7,3.0,2.35,2.0,yes
825,AK,59.0,area_code_408,no,no,0.0,1979.5,96.0,27.12,1099.2,123.0,14.21,138.6,106,6.24,10.2,4.0,2.75,0.0,no
826,NH,,area_code_415,yes,no,,,,,,,,,84,,,,,,yes
827,WV,52.0,area_code_510,no,yes,21.0,195.7,119.0,33.27,106.2,95.0,9.03,157.4,94,7.08,5.3,3.0,1.43,2.0,no
828,PA,142.0,area_code_510,no,yes,40.0,230.7,101.0,39.22,256.8,88.0,21.83,263.9,92,11.88,6.4,3.0,1.73,1.0,no
829,IL,116.0,area_code_510,no,no,0.0,164.6,110.0,27.98,270.6,103.0,23.0,230.4,109,10.37,8.0,3.0,2.16,0.0,no
830,IA,45.0,area_code_415,no,no,0.0,2018.6,87.0,35.92,1097.7,97.0,14.08,265.9,72,11.97,13.3,6.0,3.59,1.0,no
831,MI,91.0,area_code_408,no,no,0.0,134.7,116.0,22.9,295.3,98.0,25.1,195.5,121,8.8,6.6,5.0,1.78,2.0,no
832,NM,68.0,area_code_408,no,no,0.0,131.6,89.0,22.37,137.0,109.0,11.65,256.3,107,11.53,10.2,5.0,2.75,3.0,no
833,OR,33.0,area_code_415,yes,no,0.0,2152.8,100.0,32.4,1093.7,104.0,13.74,189.9,136,8.55,13.0,6.0,3.51,1.0,no
834,MI,,area_code_510,no,no,,,,,,,,,84,,,,,,no
835,ME,,area_code_510,no,no,,,,,,,,,111,,,,,,yes
836,NY,,area_code_415,no,no,0.0,167.1,77.0,28.41,131.8,79.0,11.2,187.4,98,8.43,9.4,1.0,2.54,6.0,yes
837,AZ,66.0,area_code_510,no,no,0.0,154.0,133.0,26.18,198.9,121.0,16.91,151.9,100,6.84,9.5,3.0,2.57,4.0,yes
838,MS,17.0,area_code_408,no,yes,35.0,198.5,123.0,33.75,270.6,74.0,23.0,209.9,130,9.45,8.1,10.0,2.19,1.0,no
839,VA,,area_code_415,no,yes,35.0,205.5,86.0,34.94,298.5,119.0,25.37,214.2,104,9.64,6.9,4.0,1.86,1.0,no
840,SD,98.0,area_code_415,no,no,0.0,0.0,0.0,0.0,159.6,130.0,13.57,167.1,88,7.52,6.8,1.0,1.84,4.0,yes
841,NY,,area_code_510,no,no,,,,,,,,,112,,,,,,no
842,KS,70.0,area_code_415,no,no,0.0,222.8,114.0,37.88,215.9,113.0,18.35,223.5,122,10.06,0.0,0.0,0.0,1.0,no
843,MA,57.0,area_code_510,no,no,0.0,154.2,78.0,26.21,196.7,85.0,16.72,253.5,97,11.41,10.1,,2.73,1.0,no
844,WA,109.0,area_code_415,no,no,0.0,184.0,120.0,31.28,120.4,119.0,10.23,153.7,86,6.92,11.0,3.0,2.97,0.0,no
845,AK,78.0,area_code_408,no,no,0.0,225.1,67.0,38.27,199.2,127.0,16.93,175.5,102,7.9,14.6,2.0,3.94,0.0,no
846,SD,75.0,area_code_408,no,no,0.0,147.5,110.0,25.08,191.7,97.0,16.29,135.0,68,6.08,16.4,3.0,4.43,2.0,no
847,MO,95.0,area_code_415,yes,no,0.0,165.5,84.0,28.14,286.2,112.0,24.33,198.9,89,8.95,11.5,2.0,3.11,1.0,yes
848,ND,147.0,area_code_408,no,no,0.0,2025.5,95.0,34.9,1098.7,128.0,14.17,240.6,84,10.83,7.8,4.0,2.11,1.0,no
849,NM,178.0,area_code_415,no,yes,35.0,175.4,88.0,29.82,190.0,65.0,16.15,138.7,94,6.24,10.5,3.0,2.84,2.0,no
850,MN,162.0,area_code_510,no,yes,46.0,224.9,97.0,38.23,188.2,84.0,16.0,254.6,61,11.46,12.1,2.0,3.27,0.0,no
851,IN,101.0,area_code_415,no,yes,33.0,1995.6,137.0,37.35,1118.8,94.0,15.88,184.5,113,8.3,9.5,2.0,2.57,2.0,no
852,LA,9.0,area_code_415,no,yes,39.0,214.1,108.0,36.4,169.2,115.0,14.38,189.7,117,8.54,10.1,3.0,2.73,1.0,no
853,NJ,96.0,area_code_510,no,no,0.0,150.0,122.0,25.5,218.5,116.0,18.57,212.4,89,9.56,9.8,1.0,2.65,3.0,no
854,OH,65.0,area_code_510,no,no,0.0,153.9,117.0,26.16,220.1,122.0,18.71,280.5,147,12.62,8.5,3.0,2.3,2.0,no
855,MS,130.0,area_code_510,no,yes,26.0,257.2,108.0,43.72,224.3,122.0,19.07,204.0,118,9.18,12.6,4.0,3.4,1.0,no
856,NY,106.0,area_code_408,no,no,0.0,158.7,74.0,26.98,64.3,139.0,5.47,198.5,103,8.93,10.2,4.0,2.75,1.0,no
857,IA,45.0,area_code_510,no,no,0.0,159.8,91.0,27.17,120.4,86.0,10.23,163.0,93,7.34,10.6,3.0,2.86,2.0,no
858,NE,123.0,area_code_510,no,no,0.0,1999.7,118.0,32.98,1174.0,114.0,20.57,146.3,108,6.58,12.1,4.0,3.27,1.0,no
859,PA,82.0,area_code_415,no,yes,24.0,155.2,131.0,26.38,244.5,106.0,20.78,122.4,68,5.51,10.7,3.0,2.89,1.0,no
860,AR,99.0,area_code_510,yes,no,0.0,242.3,102.0,41.19,350.9,102.0,29.83,163.1,93,7.34,11.3,3.0,3.05,0.0,yes
861,GA,,area_code_408,no,no,0.0,227.4,84.0,38.66,176.0,81.0,14.96,206.1,120,9.27,6.3,4.0,1.7,2.0,no
862,OR,48.0,area_code_415,no,no,0.0,190.4,92.0,32.37,317.5,85.0,26.99,133.4,113,6.0,8.3,4.0,2.24,2.0,no
863,AK,127.0,area_code_408,no,no,0.0,182.3,124.0,30.99,169.9,110.0,14.44,184.0,116,8.28,9.3,3.0,2.51,1.0,no
864,NV,77.0,area_code_415,no,no,0.0,239.2,114.0,40.66,150.0,115.0,12.75,160.8,81,7.24,10.3,2.0,2.78,5.0,no
865,AL,83.0,area_code_408,no,no,0.0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82,4.58,6.8,4.0,1.84,0.0,no
866,PA,87.0,area_code_408,no,yes,30.0,262.8,114.0,44.68,215.8,130.0,18.34,154.8,88,6.97,7.8,2.0,2.11,0.0,no
867,AZ,158.0,area_code_510,no,no,0.0,205.2,97.0,34.88,240.6,77.0,20.45,79.7,108,3.59,14.4,12.0,3.89,0.0,no
868,KS,,area_code_415,no,no,0.0,165.5,78.0,28.14,205.5,89.0,17.47,213.6,124,9.61,12.2,6.0,3.29,0.0,no
869,AL,,area_code_408,no,no,0.0,161.0,117.0,27.37,190.9,113.0,16.23,227.7,113,10.25,12.1,4.0,3.27,4.0,no
870,DE,99.0,area_code_415,no,no,-3.0,140.7,88.0,23.92,210.9,98.0,17.93,229.9,125,10.35,12.4,4.0,3.35,2.0,no
871,DC,,area_code_510,no,yes,29.0,219.2,102.0,37.26,206.0,109.0,17.51,192.4,117,8.66,15.0,5.0,4.05,1.0,no
872,MT,94.0,area_code_415,no,no,0.0,137.5,118.0,23.38,203.2,88.0,17.27,150.0,131,6.75,13.4,2.0,3.62,0.0,no
873,IA,88.0,area_code_415,no,no,0.0,113.7,67.0,19.33,165.1,127.0,14.03,141.5,142,6.37,10.8,3.0,2.92,1.0,no
874,NY,59.0,area_code_408,no,no,0.0,107.8,113.0,18.33,216.6,125.0,18.41,217.5,92,9.79,9.9,3.0,2.67,2.0,no
875,VA,,area_code_415,yes,yes,31.0,174.5,104.0,29.67,224.2,92.0,19.06,116.3,91,5.23,12.3,10.0,3.32,2.0,no
876,MT,,area_code_510,no,yes,23.0,160.0,104.0,27.2,189.4,64.0,16.1,229.9,118,10.35,10.4,7.0,2.81,1.0,no
877,CT,137.0,area_code_415,no,no,0.0,115.0,130.0,19.55,137.8,83.0,11.71,224.0,61,10.08,7.3,4.0,1.97,3.0,no
878,RI,73.0,area_code_415,no,no,0.0,241.7,115.0,41.09,168.5,133.0,14.32,169.8,122,7.64,11.1,2.0,3.0,2.0,no
879,NJ,,area_code_415,no,no,,,,,,,,,104,,,,,,no
880,VA,,area_code_415,no,no,0.0,197.0,88.0,33.49,190.4,68.0,16.18,211.9,104,9.54,16.1,8.0,4.35,0.0,no
881,KY,,area_code_415,no,yes,35.0,169.8,136.0,28.87,173.7,101.0,14.76,214.6,105,9.66,9.5,7.0,2.57,2.0,no
882,IN,69.0,area_code_510,no,no,0.0,135.4,101.0,23.02,238.1,124.0,20.24,195.6,102,8.8,10.6,2.0,2.86,1.0,no
883,KS,91.0,area_code_408,yes,no,0.0,246.4,110.0,41.89,182.0,98.0,15.47,157.6,106,7.09,12.1,2.0,3.27,2.0,yes
884,NH,97.0,area_code_408,no,yes,28.0,283.1,93.0,48.13,185.4,98.0,15.76,312.8,78,14.08,6.1,8.0,1.65,1.0,no
885,MS,,area_code_415,no,no,0.0,87.7,74.0,14.91,214.8,58.0,18.26,201.3,147,9.06,10.8,6.0,2.92,1.0,no
886,OH,147.0,area_code_415,yes,yes,24.0,219.9,118.0,37.38,208.5,116.0,17.72,352.5,111,15.86,8.1,4.0,2.19,3.0,no
887,SD,27.0,area_code_408,no,no,0.0,236.7,110.0,40.24,231.9,92.0,19.71,164.7,85,7.41,12.7,6.0,3.43,1.0,no
888,KY,172.0,area_code_415,no,no,0.0,2044.1,85.0,29.33,1185.1,71.0,21.51,221.6,113,9.97,5.9,6.0,1.59,0.0,no
889,ME,,area_code_510,no,no,,,,,,,,,91,,,,,,no
890,MA,56.0,area_code_510,no,no,0.0,253.2,95.0,43.04,188.0,116.0,15.98,142.0,133,6.39,4.4,4.0,1.19,1.0,no
891,CT,,area_code_415,no,yes,29.0,229.4,104.0,39.0,257.4,84.0,21.88,231.5,119,10.42,8.0,1.0,2.16,2.0,no
892,OR,138.0,area_code_415,yes,yes,28.0,211.2,117.0,35.9,312.5,98.0,26.56,178.0,118,8.01,10.7,2.0,2.89,3.0,yes
893,WA,-111.0,area_code_510,no,no,0.0,152.2,114.0,25.87,137.2,102.0,11.66,185.9,97,8.37,9.8,3.0,2.65,0.0,no
894,NC,122.0,area_code_510,no,yes,30.0,230.1,108.0,39.12,287.6,76.0,24.45,177.1,85,7.97,6.9,3.0,1.86,2.0,no
895,WY,177.0,area_code_415,no,no,0.0,175.7,120.0,29.87,168.6,90.0,14.33,198.9,110,8.95,14.6,4.0,3.94,1.0,no
896,NJ,87.0,area_code_510,no,no,0.0,223.2,109.0,37.94,127.5,86.0,10.84,289.3,83,13.02,14.5,4.0,3.92,3.0,no
897,DE,,area_code_510,no,yes,,,,,,,,,64,,,,,,no
898,UT,,area_code_415,no,no,,,,,,,,,119,,,,,,no
899,MO,86.0,area_code_415,no,no,0.0,83.5,96.0,14.2,221.1,63.0,18.79,349.7,75,15.74,12.6,3.0,3.4,0.0,no
900,UT,100.0,area_code_408,no,no,-10.0,185.0,122.0,31.45,182.5,92.0,15.51,274.9,92,12.37,5.1,8.0,1.38,1.0,no
901,MT,102.0,area_code_408,no,no,-9.0,273.2,85.0,46.44,211.1,82.0,17.94,203.7,129,9.17,13.1,7.0,3.54,2.0,yes
902,MD,85.0,area_code_510,yes,no,0.0,216.0,73.0,36.72,188.2,117.0,16.0,147.1,98,6.62,3.6,7.0,0.97,2.0,no
903,CT,144.0,area_code_510,yes,yes,35.0,174.8,127.0,29.72,219.6,93.0,18.67,255.8,90,11.51,12.8,,3.46,0.0,no
904,NJ,57.0,area_code_510,yes,no,-7.0,115.0,65.0,19.55,122.3,96.0,10.4,245.0,75,11.03,6.4,1.0,1.73,0.0,yes
905,OR,49.0,area_code_510,no,no,0.0,119.4,69.0,20.3,273.3,92.0,23.23,214.4,153,9.65,12.4,7.0,3.35,2.0,no
906,NY,108.0,area_code_415,no,no,0.0,154.2,123.0,26.21,112.3,86.0,9.55,246.4,75,11.09,15.4,4.0,4.16,4.0,yes
907,GA,76.0,area_code_415,no,no,0.0,299.5,125.0,50.92,226.7,92.0,19.27,210.7,134,9.48,13.7,4.0,3.7,0.0,yes
908,VA,129.0,area_code_408,no,no,0.0,207.0,91.0,35.19,154.9,121.0,13.17,245.1,112,11.03,13.4,5.0,3.62,3.0,no
909,DE,51.0,area_code_415,yes,no,0.0,153.6,108.0,26.11,232.9,85.0,19.8,214.2,92,9.64,14.1,4.0,3.81,0.0,yes
910,AK,36.0,area_code_408,no,yes,30.0,146.3,128.0,24.87,162.5,80.0,13.81,129.3,109,5.82,14.5,6.0,3.92,0.0,no
911,PA,61.0,area_code_408,no,yes,40.0,105.0,78.0,17.85,180.6,100.0,15.35,174.1,115,7.83,10.2,2.0,2.75,2.0,yes
912,OR,165.0,area_code_415,no,yes,33.0,111.6,140.0,18.97,213.3,111.0,18.13,267.6,115,12.04,16.0,3.0,4.32,0.0,no
913,VA,121.0,area_code_510,no,yes,28.0,110.0,94.0,18.7,141.5,76.0,12.03,237.3,87,10.68,6.4,3.0,1.73,2.0,no
914,WY,57.0,area_code_408,no,yes,39.0,213.0,115.0,36.21,191.1,112.0,16.24,182.7,115,8.22,9.5,3.0,2.57,0.0,no
915,PA,140.0,area_code_408,no,no,0.0,112.8,89.0,19.18,156.7,65.0,13.32,249.6,85,11.23,16.3,6.0,4.4,0.0,no
